station_id,station_number,station_name,candidate_role,candidate_rows,requested_units,assigned_units,uncovered_units,mean_risk_score,sensitive_hour_rows,sensitive_station_rows
208,200,Quevedo,receiver,65,445,111,334,0.7403047755384615,10,0
209,201,Canal,receiver,90,572,104,468,0.7497022317777778,13,0
210,202,Parque Santander,donor,21,136,136,0,0.7860440819047618,4,0
210,202,Parque Santander,receiver,31,196,83,113,0.6628867783870968,2,0
211,203,San Francisco de Sales,donor,2,11,11,0,0.57667657,0,0
211,203,San Francisco de Sales,receiver,37,240,60,180,0.8349018559459459,7,0
212,204,Cuatro Caminos 2,donor,5,32,32,0,0.76656204,1,0
212,204,Cuatro Caminos 2,receiver,281,1697,870,827,0.7751464755160142,44,0
213,205,Estrecho,donor,29,181,181,0,0.8094498920689654,2,0
213,205,Estrecho,receiver,124,810,428,382,0.7111941315322581,10,0
214,206,Metro Tetuán,donor,5,30,30,0,0.8289730759999999,0,0
214,206,Metro Tetuán,receiver,95,482,192,290,0.7613191343157896,11,0
215,207,Remonta,donor,6,30,30,0,0.8617163933333334,0,0
215,207,Remonta,receiver,92,485,116,369,0.7251773822826088,11,0
216,208,Plaza de Castilla,receiver,60,376,40,336,0.7700694116666666,5,0
217,209,Plaza de Castilla 2,donor,4,26,26,0,0.8034977725,1,0
217,209,Plaza de Castilla 2,receiver,38,235,16,219,0.7896968489473684,6,0
218,210,Tres Cruces,receiver,662,1933,1496,437,0.9423052698791541,78,0
219,211,Desengaño,donor,42,267,267,0,0.7488491964285714,8,0
219,211,Desengaño,receiver,67,452,260,192,0.8153456007462686,8,0
220,212,Marqués de Vadillo,donor,117,771,771,0,0.8103220304273504,4,0
220,212,Marqués de Vadillo,receiver,36,241,95,146,0.6494150897222223,5,0
221,213,Glorieta de Cádiz,donor,167,1105,1078,27,0.8366561599401197,12,0
221,213,Glorieta de Cádiz,receiver,7,47,29,18,0.6823126014285714,1,0
222,214,Condesa de Venadito,donor,24,143,143,0,0.7571570062499999,1,0
222,214,Condesa de Venadito,receiver,146,938,372,566,0.8449737931506849,32,0
223,215,Gutierre de Cetina,donor,33,213,213,0,0.854514783030303,1,0
224,216,Puerta del Ángel,donor,95,610,610,0,0.7698503437894737,7,0
224,216,Puerta del Ángel,receiver,13,85,5,80,0.6142901076923077,1,0
225,217,Pedro Rico,receiver,12,75,17,58,0.8500838016666666,3,0
226,218,Camino Vinateros,donor,101,630,630,0,0.7863669798019802,14,0
226,218,Camino Vinateros,receiver,40,253,201,52,0.69815584975,6,0
227,219,Marroquina,donor,179,1212,1207,5,0.8760262643575419,16,0
227,219,Marroquina,receiver,1,7,6,1,0.7610796,0,0
228,220,Plaza del Encuentro,donor,74,496,496,0,0.8718035243243244,7,0
228,220,Plaza del Encuentro,receiver,33,214,121,93,0.7788396663636363,5,0
229,221,Pavones,donor,16,108,15,93,0.904091418125,2,0
229,221,Pavones,receiver,38,235,58,177,0.8250464426315789,5,0
230,222,Antonio López,donor,130,883,883,0,0.8294208178461538,11,0
230,222,Antonio López,receiver,19,121,63,58,0.7130768652631578,3,0
231,223,Ermita Santo,donor,46,280,280,0,0.7745049121739129,0,0
231,223,Ermita Santo,receiver,10,63,7,56,0.628803361,0,0
232,224,Caramuel,donor,155,1036,1036,0,0.8385078633548386,7,0
232,224,Caramuel,receiver,50,343,172,171,0.699456993,10,0
233,225,Doctor Lozano,donor,172,1163,1163,0,0.8933016645348838,18,0
233,225,Doctor Lozano,receiver,3,18,0,18,0.7124453666666667,1,0
234,226,Sierra Toledana,donor,71,463,415,48,0.8555306677464789,4,0
234,226,Sierra Toledana,receiver,28,175,77,98,0.6989284607142857,5,0
235,228,San Delfín,donor,165,1079,1079,0,0.8307633738181818,5,0
235,228,San Delfín,receiver,35,229,84,145,0.6531250717142858,5,0
236,227,Concordia,donor,126,804,724,80,0.8482613227777778,2,0
236,227,Concordia,receiver,35,221,80,141,0.6577775245714286,4,0
237,229,C.D. Concepción,donor,19,121,121,0,0.8588311436842105,2,0
237,229,C.D. Concepción,receiver,71,475,209,266,0.7948751066197183,10,0
238,230,Carlota O’Neill,donor,30,189,189,0,0.8553510259999999,2,0
238,230,Carlota O’Neill,receiver,39,248,37,211,0.7649618207692307,8,0
239,231,Derechos Humanos,donor,4,24,24,0,0.8039043674999999,1,0
239,231,Derechos Humanos,receiver,50,328,120,208,0.8067583454,7,0
240,232,José María Pereda,donor,15,90,90,0,0.8340645146666666,0,0
240,232,José María Pereda,receiver,79,503,234,269,0.7227041281012658,15,0
241,233,Marqués de Corbera 12,donor,34,210,210,0,0.7964956229411765,1,0
241,233,Marqués de Corbera 12,receiver,40,263,167,96,0.71553201825,3,0
242,234,Marqués de Corbera 52,donor,37,231,231,0,0.8199056324324324,1,0
242,234,Marqués de Corbera 52,receiver,6,41,35,6,0.7596197349999999,0,0
243,235,Embajadores 191,donor,120,787,755,32,0.8214161143333333,4,0
243,235,Embajadores 191,receiver,25,157,46,111,0.6810019988,3,0
244,236,Paseo Imperial,donor,43,259,259,0,0.7316724597674419,1,0
244,236,Paseo Imperial,receiver,28,182,100,82,0.6798422660714286,6,0
245,237,Pablo Iglesias,receiver,1436,0,0,0,0.9986364316573816,180,0
246,238,San Germán 5,receiver,75,475,104,371,0.7660891757333333,11,0
247,239,Francos Rodríguez,donor,21,125,125,0,0.6854641004761904,4,0
247,239,Francos Rodríguez,receiver,84,564,206,358,0.7224563475,9,0
248,240,Avenida Brasilia,donor,15,88,88,0,0.7352245266666667,2,0
248,240,Avenida Brasilia,receiver,121,784,479,305,0.833434352479339,13,0
249,241,Camilo José Cela,receiver,228,1496,717,779,0.8019642619298245,43,0
250,242,Avenida Bruselas,receiver,319,589,277,312,0.9490317099059561,44,0
251,243,Cartagena,receiver,144,935,473,462,0.7484729321527778,46,0
252,244,Hospital Clínico,donor,31,167,167,0,0.6904812932258065,11,0
252,244,Hospital Clínico,receiver,232,1573,873,700,0.8552343273706896,20,0
253,245,Galileo,donor,52,319,319,0,0.788734955,3,0
253,245,Galileo,receiver,131,867,478,389,0.7275593622137405,20,0
254,246,Santa Engracia 87,donor,2,12,12,0,0.69920245,1,2
254,246,Santa Engracia 87,receiver,203,1342,457,885,0.739891105369458,20,203
256,248,Torre Cepsa,donor,5,31,31,0,0.774005402,0,0
256,248,Torre Cepsa,receiver,32,208,23,185,0.7492308728125,13,0
257,249,Manuel Caldeiro,donor,3,24,24,0,0.9004749566666667,0,0
257,249,Manuel Caldeiro,receiver,20,0,0,0,0.9132035455,2,0
258,250,Serrano 113,donor,7,39,39,0,0.7129983071428571,0,0
258,250,Serrano 113,receiver,83,510,77,433,0.8161814225301205,11,0
259,251,Corazón de María,donor,15,93,93,0,0.8059275306666667,1,0
259,251,Corazón de María,receiver,33,213,27,186,0.7249837881818182,9,0
260,252,Chamartín,receiver,31,190,51,139,0.8044529261290322,5,0
261,253,Doctor Fleming,receiver,70,359,19,340,0.7820568235714286,13,0
262,254,Pío XII,donor,18,123,123,0,0.9257746138888889,0,0
262,254,Pío XII,receiver,6,38,0,38,0.7001004166666666,2,0
263,255,López Pozas,receiver,28,177,21,156,0.8155529582142858,6,0
264,256,Reina Victoria,donor,6,39,39,0,0.9070968966666667,1,0
264,256,Reina Victoria,receiver,44,283,56,227,0.7830831463636364,8,0
265,257,INEF,donor,23,136,136,0,0.7147890791304349,0,0
265,257,INEF,receiver,132,862,386,476,0.8464617946969697,7,0
266,258,Ciudad Universitaria 1,receiver,119,764,250,514,0.8575942461344538,10,0
267,259,Ciudad Universitaria 2,receiver,189,787,405,382,0.937129846031746,21,0
268,260,Facultad Biología,donor,16,103,103,0,0.75864822375,1,0
268,260,Facultad Biología,receiver,111,735,262,473,0.8629251518918919,13,0
269,261,Facultad Derecho,donor,17,112,112,0,0.8278344135294118,1,0
269,261,Facultad Derecho,receiver,44,289,11,278,0.8802981888636364,4,0
270,247,Zurbano,donor,1,3,3,0,0.54341096,0,0
270,247,Zurbano,receiver,328,2128,1037,1091,0.8287662848780487,49,0
