fecha_hora_local,transfer_pairs,transferred_units,mean_distance_km,max_distance_km,stable_support_pairs
2022-11-09 17:00:00,30,83,2.3675734286387473,2.958750327954015,21
2022-11-09 18:00:00,27,64,2.290256873262515,2.9658345613575268,21
2022-11-09 19:00:00,27,61,2.0214832713970226,2.9059405516415517,21
2022-11-09 20:00:00,25,67,2.226585162008543,2.8934019575479395,18
2022-11-09 21:00:00,31,73,1.5916279819736998,2.94482907478242,31
2022-11-09 22:00:00,26,74,1.830961473426212,2.990951819049587,21
2022-11-09 23:00:00,37,86,1.7759848783954593,2.996342551942213,27
2022-11-10 00:00:00,42,117,1.941772844309185,2.990951819049587,33
2022-11-10 01:00:00,39,116,2.1530253085119297,2.990951819049587,25
2022-11-10 02:00:00,42,112,2.1088287861182953,2.990951819049587,29
2022-11-10 03:00:00,41,106,2.042751143152925,2.97956828706784,35
2022-11-10 04:00:00,41,109,2.119214585940132,2.954598037225178,34
2022-11-10 05:00:00,39,101,1.956820408045557,2.990951819049587,32
2022-11-10 06:00:00,36,95,1.7951039376905693,2.7326778672399894,32
2022-11-10 07:00:00,33,84,1.9459453457109688,2.990951819049587,25
2022-11-10 08:00:00,23,48,1.653482687131747,2.990951819049587,21
2022-11-10 09:00:00,33,81,1.787458850217283,2.989933810139827,22
2022-11-10 10:00:00,51,147,1.3536900683409485,2.6555828442259273,32
2022-11-10 11:00:00,46,129,1.3397386611064799,2.6555828442259273,32
2022-11-10 12:00:00,42,123,1.4977641073032706,2.9764377809400178,28
2022-11-10 13:00:00,51,126,1.5560737946170116,2.949768958692853,41
2022-11-10 14:00:00,31,85,1.5676043038786796,2.6472466942203505,25
2022-11-10 15:00:00,25,69,1.7954722968672743,2.806238794682705,19
2022-11-10 16:00:00,27,53,1.6312191884735712,2.745331237174647,27
2022-11-10 17:00:00,21,49,1.9591710734654169,2.890495523976211,14
2022-11-10 18:00:00,20,44,2.0026817628784785,2.9294441410805607,18
2022-11-10 19:00:00,24,83,2.265874837821302,2.9262987698196685,12
2022-11-10 20:00:00,36,103,2.4055481376125245,2.9372628203455142,20
2022-11-10 21:00:00,53,129,2.10500704377338,2.895034679395085,40
2022-11-10 22:00:00,55,160,2.115300111710575,2.962583155507108,36
2022-11-10 23:00:00,65,189,2.228552196796522,2.9815557204326284,34
2022-11-11 00:00:00,68,194,2.3352201465795908,2.9642325942133643,44
2022-11-11 01:00:00,63,193,2.394655154242369,2.999742697357236,28
2022-11-11 02:00:00,62,191,2.4256974925987937,2.9837264523343774,32
2022-11-11 03:00:00,66,191,2.29466327055692,2.9642325942133643,44
2022-11-11 04:00:00,60,182,2.268895630197216,2.994092093540302,42
2022-11-11 05:00:00,67,190,2.3754631934136086,2.994092093540302,46
2022-11-11 06:00:00,68,187,2.249834848694324,2.9658345613575268,47
2022-11-11 07:00:00,40,117,2.226029501561441,2.962583155507108,30
2022-11-11 08:00:00,28,74,2.073289571392491,2.851915086331982,22
2022-11-11 09:00:00,28,68,1.8393697849184514,2.8695337931152753,18
2022-11-11 10:00:00,31,78,1.6617747387508897,2.8574923911517445,18
2022-11-11 11:00:00,40,95,1.606877992763632,2.9462608816020657,28
2022-11-11 12:00:00,42,105,1.580465424527467,2.902661375461355,33
2022-11-11 13:00:00,35,82,1.8722893797030475,2.997638618345306,26
2022-11-11 14:00:00,20,44,2.049244158932951,2.9300609858865307,18
2022-11-11 15:00:00,29,61,1.9161167130231462,2.990951819049587,26
2022-11-11 16:00:00,28,74,2.122638974990526,2.984271120292503,21
2022-11-11 17:00:00,22,54,1.8601832551059687,2.9998453672609906,19
2022-11-11 18:00:00,25,59,2.04671657679738,2.996342551942213,23
2022-11-11 19:00:00,21,49,2.034323988877847,2.9988761581829175,18
2022-11-11 20:00:00,25,58,2.2082529215348323,2.9998453672609906,22
2022-11-11 21:00:00,38,84,2.0126219255520144,2.9636516236073205,28
2022-11-11 22:00:00,35,93,2.0228878273826103,2.988304475101719,23
2022-11-11 23:00:00,43,112,2.199885426888181,2.9969314028674727,32
2022-11-12 00:00:00,39,92,2.1876791359348076,2.982711193973219,28
2022-11-12 01:00:00,52,128,2.119535536434507,2.9858438437604904,38
2022-11-12 02:00:00,54,144,2.208157886706493,2.9858438437604904,40
2022-11-12 03:00:00,54,141,2.2897322641535305,2.996768519158892,36
2022-11-12 04:00:00,65,154,2.350142799408653,2.967878386154807,51
2022-11-12 05:00:00,59,155,2.2921280681037484,2.9899741026144837,41
2022-11-12 06:00:00,64,169,2.288309746865218,2.967878386154807,43
2022-11-12 07:00:00,68,176,2.2621756524483807,2.9998453672609906,54
2022-11-12 08:00:00,54,159,2.152523805073568,2.9642325942133643,40
2022-11-12 09:00:00,57,147,2.1229805826593418,2.905225243096705,47
2022-11-12 10:00:00,46,115,2.1578460444368126,2.974529353346772,36
2022-11-12 11:00:00,33,80,2.322121362135107,2.90330389730576,24
2022-11-12 12:00:00,25,60,2.3264542437853417,2.990971997753824,23
2022-11-12 13:00:00,22,55,2.1981919813972404,2.9994949385099043,18
2022-11-12 14:00:00,27,68,1.960884613347044,2.9317986236318108,22
2022-11-12 15:00:00,29,79,1.907151137129201,2.9623674489303116,21
2022-11-12 16:00:00,23,62,2.064515299762767,2.999199801062778,17
2022-11-12 17:00:00,28,70,1.8129520523955787,2.9317986236318108,23
2022-11-12 18:00:00,23,54,1.7564894437850058,2.9317986236318108,20
2022-11-12 19:00:00,21,53,1.8456150680057886,2.9470834205940757,17
2022-11-12 20:00:00,30,67,1.7661357136143998,2.9579935485974573,21
2022-11-12 21:00:00,29,64,2.0360239698054206,2.972155932857351,23
2022-11-12 22:00:00,36,75,1.7701319770541462,2.8232558783458863,30
2022-11-12 23:00:00,42,83,1.7263755225913244,2.943068964344738,38
2022-11-13 00:00:00,37,74,1.9662246238999936,2.9853283521741942,33
2022-11-13 01:00:00,35,87,1.8958243410254978,2.828539564035949,29
2022-11-13 02:00:00,54,127,2.203742035271525,2.9853283521741942,45
2022-11-13 03:00:00,53,138,2.381339131011346,2.9849275983981993,39
2022-11-13 04:00:00,67,168,2.3212994528989435,2.9512440739689603,50
2022-11-13 05:00:00,68,185,2.3903075275764714,2.999742697357236,50
2022-11-13 06:00:00,76,199,2.3009918444842037,2.97404121884825,53
2022-11-13 07:00:00,65,190,2.3113899279822463,2.975217883381519,43
2022-11-13 08:00:00,63,172,2.342452423873195,2.9805056911515084,55
2022-11-13 09:00:00,61,152,2.2732760280683366,2.9805056911515084,50
2022-11-13 10:00:00,53,117,2.4295281975745917,2.975217883381519,43
2022-11-13 11:00:00,38,92,2.1612253824283294,2.975217883381519,30
2022-11-13 12:00:00,46,125,1.7838712507466024,2.9130845914487704,29
2022-11-13 13:00:00,50,126,1.8972242145132696,2.794719584298246,32
2022-11-13 14:00:00,49,114,1.685631818755475,2.8852828129600554,43
2022-11-13 15:00:00,47,121,1.8491800906814024,2.997373360123162,36
2022-11-13 16:00:00,49,127,2.1560185550138335,2.9610906683650966,40
2022-11-13 17:00:00,37,86,1.9246478299731666,2.997373360123162,30
2022-11-13 18:00:00,36,90,1.9409494417837867,2.9285305616729094,30
2022-11-13 19:00:00,39,103,2.2727218922147845,2.917378459619858,32
2022-11-13 20:00:00,47,118,2.0826742531102966,2.883370452957249,37
2022-11-13 21:00:00,55,138,2.183618105438623,2.950603304770184,43
2022-11-13 22:00:00,50,153,2.1184205986208706,2.9408124701923266,30
2022-11-13 23:00:00,58,173,2.191903508834235,2.940501588106303,34
2022-11-14 00:00:00,59,186,2.112570438499025,2.9591636216614146,30
2022-11-14 01:00:00,64,187,2.202425864679067,2.8935434338453447,36
2022-11-14 02:00:00,65,194,2.3203944323614802,2.930874975177461,37
2022-11-14 03:00:00,67,195,2.2878763360999943,2.9408124701923266,35
2022-11-14 04:00:00,66,187,2.2238508658452556,2.9143645918203003,37
2022-11-14 05:00:00,58,166,2.236629197451805,2.9524961356260686,31
2022-11-14 06:00:00,51,145,2.25536606610718,2.9591636216614146,33
2022-11-14 07:00:00,41,108,2.075574223116559,2.9763136772941556,26
2022-11-14 08:00:00,29,82,2.0482245772990013,2.9610906683650966,24
2022-11-14 09:00:00,31,84,1.6418699742991807,2.94900776815891,21
2022-11-14 10:00:00,43,122,1.5929068725250468,2.94900776815891,25
2022-11-14 11:00:00,48,134,1.606002114859107,2.9764377809400178,30
2022-11-14 12:00:00,50,131,1.5076875363661477,2.94900776815891,31
2022-11-14 13:00:00,50,136,1.5765298657929145,2.9514166115637535,33
2022-11-14 14:00:00,30,82,1.5712144350470028,2.666664986888616,24
2022-11-14 15:00:00,25,63,1.8714795568769187,2.869061584425381,19
2022-11-14 16:00:00,25,50,1.8306859758522618,2.9514166115637535,23
2022-11-14 17:00:00,22,52,2.3501237572183515,2.9678111795796,17
2022-11-14 18:00:00,23,45,2.0930652796506575,2.9914464280724875,19
2022-11-14 19:00:00,25,65,1.8652233764695165,2.734652342690544,21
2022-11-14 20:00:00,35,73,1.9571226355983766,2.9873553829715465,28
2022-11-14 21:00:00,28,68,2.284107426358028,2.9535475850605364,17
2022-11-14 22:00:00,37,86,2.139860918261414,2.997215567171587,27
2022-11-14 23:00:00,45,111,2.259570287739315,2.982711193973219,31
2022-11-15 00:00:00,40,118,2.1599228307417757,2.975217883381519,25
2022-11-15 01:00:00,49,120,2.350765442493751,2.9873553829715465,34
2022-11-15 02:00:00,40,98,2.4009308984662345,2.940501588106303,27
2022-11-15 03:00:00,36,87,2.233117388062543,2.9237718806032946,29
2022-11-15 04:00:00,36,89,2.3312585654046294,2.9375976583669163,28
2022-11-15 05:00:00,36,77,2.341135873944667,2.9642325942133643,29
2022-11-15 06:00:00,28,65,2.263848456789862,2.9356616281546843,22
2022-11-15 07:00:00,23,51,2.113922448038485,2.996342551942213,19
2022-11-15 08:00:00,21,37,2.289200984896037,2.929450390948545,21
2022-11-15 09:00:00,30,86,1.6485050665596745,2.9150805910085755,14
2022-11-15 10:00:00,45,114,1.599625270158988,2.9636516236073205,23
2022-11-15 11:00:00,42,110,1.5618212411572348,2.949768958692853,28
2022-11-15 12:00:00,41,105,1.7193009182592571,2.8871635954849095,31
2022-11-15 13:00:00,45,104,1.6105987218499993,2.8871635954849095,40
2022-11-15 14:00:00,27,47,1.7061486679260278,2.727212111104564,27
2022-11-15 15:00:00,22,45,1.6958984673706978,2.8154236843131217,17
2022-11-15 16:00:00,18,46,1.386827976191717,2.4765367884996587,18
2022-11-15 17:00:00,14,36,1.7402659079081857,2.997416123626818,14
2022-11-15 18:00:00,22,41,1.749421781372841,2.8939278552048453,22
2022-11-15 19:00:00,23,39,1.963744230786629,2.9143645918203003,23
2022-11-15 20:00:00,21,53,2.0726692681519063,2.9654684684464487,19
2022-11-15 21:00:00,27,62,2.2455896791316357,2.997416123626818,21
2022-11-15 22:00:00,25,70,2.224064140036955,2.906787282992784,18
2022-11-15 23:00:00,22,59,2.1888105146295334,2.906787282992784,17
2022-11-16 00:00:00,30,75,1.8578036227182282,2.9207823037088056,22
2022-11-16 01:00:00,34,81,1.895716609739191,2.9207823037088056,28
2022-11-16 02:00:00,27,75,1.7937942677582799,2.906787282992784,25
2022-11-16 03:00:00,32,73,2.0019488003074644,2.9158356156090934,31
2022-11-16 04:00:00,34,79,1.9612225025232808,2.9358558622008335,33
2022-11-16 05:00:00,29,74,1.9141970091033238,2.7970427090916057,27
2022-11-16 06:00:00,25,64,1.754635868298044,2.924374640373585,22
2022-11-16 07:00:00,22,54,1.8711834560405172,2.832622791807693,22
2022-11-16 08:00:00,16,43,1.9345675978245673,2.8828424739544407,12
2022-11-16 09:00:00,53,150,1.52817552055933,2.9021276141177816,27
2022-11-16 10:00:00,64,211,1.512327158684039,2.968259950772563,29
2022-11-16 11:00:00,74,233,1.6245070825866101,2.8614504324918655,35
2022-11-16 12:00:00,63,185,1.7885974668147946,2.997215567171587,31
2022-11-16 13:00:00,51,150,1.7398688503639759,2.8875014646840436,21
2022-11-16 14:00:00,47,138,1.6253912397355517,2.9857742644660914,30
2022-11-16 15:00:00,45,143,1.5723006090534926,2.972709966501314,21
2022-11-16 16:00:00,35,112,1.5310975237394455,2.907284552111612,11
2022-11-16 17:00:00,49,134,1.739669248667865,2.9873553829715465,29
2022-11-16 18:00:00,35,94,1.4595551065425665,2.8931523824249523,23
2022-11-16 19:00:00,17,48,1.4940258533193294,2.968259950772563,13
2022-11-16 20:00:00,26,54,1.288152574601215,2.8973424535537995,20
2022-11-16 21:00:00,22,54,1.7113259828776677,2.805158764312585,16
2022-11-16 22:00:00,27,66,1.9732730583426275,2.917378459619858,22
2022-11-16 23:00:00,27,65,1.6303612564557484,2.917378459619858,22
2022-11-17 00:00:00,32,74,1.7222070925062043,2.88919591379737,28
2022-11-17 01:00:00,29,71,1.6340880270441374,2.881346416380164,25
2022-11-17 02:00:00,27,66,1.8984769867987856,2.9177260044427196,24
2022-11-17 03:00:00,20,52,1.9060447517003645,2.969187562532279,16
2022-11-17 04:00:00,21,49,1.778440011317864,2.969187562532279,17
2022-11-17 05:00:00,23,51,1.7316425158880784,2.7872496929283876,20
2022-11-17 06:00:00,20,46,1.4451449988258822,2.5332957969627703,16
2022-11-17 07:00:00,12,29,1.505826294921575,2.7131987078957422,11
2022-11-17 08:00:00,15,25,1.775722942306169,2.9913233488130837,15
2022-11-17 09:00:00,32,70,1.6976572138845398,2.9294441410805607,27
2022-11-17 10:00:00,37,91,1.6571663754498636,2.9910601316260057,26
2022-11-17 11:00:00,30,87,1.776315591236575,2.9158221323313054,23
2022-11-17 12:00:00,35,89,1.8326057817413817,2.9910601316260057,27
2022-11-17 13:00:00,41,91,1.93245839552655,2.9509866033036225,34
2022-11-17 14:00:00,29,56,1.9805935018108063,2.9910601316260057,26
2022-11-17 15:00:00,19,50,1.6398174645119428,2.6730027089635056,17
2022-11-17 16:00:00,17,42,1.8489180668665088,2.8440289193089043,14
2022-11-17 17:00:00,13,40,1.6180768679292337,2.752265861167806,10
2022-11-17 18:00:00,9,26,1.7330804035541547,2.557515089459751,8
2022-11-17 19:00:00,17,30,1.776682519535663,2.72344838963057,16
2022-11-17 20:00:00,18,41,1.6243162322259335,2.8040422695754845,17
2022-11-17 21:00:00,30,74,1.8883471080060612,2.9512440739689603,16
2022-11-17 22:00:00,41,102,2.0226387046328584,2.9512440739689603,33
2022-11-17 23:00:00,55,136,2.0580461619671135,2.9635343777545144,42
2022-11-18 00:00:00,51,143,2.081023050263257,2.995813220704853,34
2022-11-18 01:00:00,67,177,2.0456122199681372,2.980398162527081,46
2022-11-18 02:00:00,66,184,2.0573106520088613,2.9207823037088056,41
2022-11-18 03:00:00,66,184,2.074358134589941,2.9529999536181255,38
2022-11-18 04:00:00,66,180,2.0618140760623174,2.957056163313279,37
2022-11-18 05:00:00,53,159,2.0355402296167346,2.9930903274831326,28
2022-11-18 06:00:00,56,151,1.9755345762242464,2.9883092036134644,42
2022-11-18 07:00:00,37,90,1.9363153505293316,2.928930205872771,33
2022-11-18 08:00:00,19,45,2.112285718082305,2.8595237353509986,17
2022-11-18 09:00:00,12,24,2.2826784701832463,2.872137857524218,11
2022-11-18 10:00:00,10,25,1.97791727025326,2.826863551750512,9
2022-11-18 11:00:00,13,29,1.7642293075181001,2.746583054235278,12
2022-11-18 12:00:00,12,24,1.4598350428702924,2.1551577481884543,12
2022-11-18 13:00:00,16,33,1.6837885212755608,2.9177260044427196,16
2022-11-18 14:00:00,9,20,2.188842812540631,2.949600215807047,9
2022-11-18 15:00:00,16,38,1.8384077131634022,2.541085581119669,16
2022-11-18 16:00:00,24,67,1.7806787501177925,2.9873553829715465,22
2022-11-18 17:00:00,25,66,1.9392596971271552,2.9470834205940757,23
2022-11-18 18:00:00,30,71,2.073934623799498,2.986741722729922,28
2022-11-18 19:00:00,28,67,2.0350049130840064,2.972155932857351,24
2022-11-18 20:00:00,36,80,1.9074743300621866,2.885863279799513,32
2022-11-18 21:00:00,45,115,1.9460031607157253,2.9277402246869495,31
2022-11-18 22:00:00,42,119,2.1039986388664182,2.9706222268458635,23
2022-11-18 23:00:00,47,129,2.0488952584136473,2.9706222268458635,34
2022-11-19 00:00:00,41,109,2.015324376197576,2.9512440739689603,27
2022-11-19 01:00:00,37,106,1.9965118495523662,2.993283236673996,30
2022-11-19 02:00:00,36,86,2.229835880367672,2.9873363892474165,32
2022-11-19 03:00:00,34,90,2.3487006022996093,2.9591636216614146,29
2022-11-19 04:00:00,39,98,2.3762789406851477,2.999742697357236,35
2022-11-19 05:00:00,44,106,2.4693190000620686,2.999742697357236,37
2022-11-19 06:00:00,42,113,2.450828782634563,2.997638618345306,34
2022-11-19 07:00:00,40,94,2.2174530343971965,2.997638618345306,33
2022-11-19 08:00:00,39,94,2.275557358561712,2.997638618345306,37
2022-11-19 09:00:00,30,73,1.9878960968984287,2.9158221323313054,29
2022-11-19 10:00:00,27,64,2.0151919472362416,2.9542296768606913,26
2022-11-19 11:00:00,27,74,1.8701667089002407,2.9524961356260686,23
2022-11-19 12:00:00,29,61,1.6476896861769694,2.6170771312948307,29
2022-11-19 13:00:00,25,58,1.9270431888513229,2.841013882097192,23
2022-11-19 14:00:00,21,46,1.6510930780445836,2.831611970011878,21
2022-11-19 15:00:00,29,71,1.4341536504734405,2.764028823276991,26
2022-11-19 16:00:00,25,64,1.9207483482497774,2.6504050318826446,21
2022-11-19 17:00:00,25,64,1.6750753564786047,2.9460448983332763,25
2022-11-19 18:00:00,21,56,2.0167125124186525,2.946560511388148,17
2022-11-19 19:00:00,30,82,1.8325030361538064,2.946560511388148,24
2022-11-19 20:00:00,36,84,1.806755523151789,2.9277402246869495,29
2022-11-19 21:00:00,40,100,1.7615770589643163,2.9895484507459833,34
2022-11-19 22:00:00,42,103,1.4256594714844542,2.925803204954359,39
2022-11-19 23:00:00,40,89,1.3477600753869956,2.8041404179712885,38
2022-11-20 00:00:00,34,82,1.5603133954974364,2.936052185899513,30
2022-11-20 01:00:00,33,71,1.6690190343101983,2.868145340055469,30
2022-11-20 02:00:00,29,70,1.7171820117091723,2.928246805021496,27
2022-11-20 03:00:00,29,73,1.8221599540994082,2.940501588106303,28
2022-11-20 04:00:00,32,79,2.1018553198973633,2.999742697357236,29
2022-11-20 05:00:00,36,93,2.102494467541186,2.999742697357236,26
2022-11-20 06:00:00,36,106,2.1524337569857477,2.9591636216614146,31
2022-11-20 07:00:00,38,104,2.1733053548799743,2.944028682730479,31
2022-11-20 08:00:00,37,89,2.0233346225548186,2.944028682730479,32
2022-11-20 09:00:00,33,85,1.9392209551744164,2.74859986300467,30
2022-11-20 10:00:00,31,74,2.150828898876759,2.967695116843932,28
2022-11-20 11:00:00,24,59,2.131104416960851,2.9129502812301573,18
2022-11-20 12:00:00,25,69,1.771007285190877,2.6916339474969573,24
2022-11-20 13:00:00,35,84,2.0044820236958993,2.9635343777545144,32
2022-11-20 14:00:00,34,82,2.011489874796794,2.9635343777545144,29
2022-11-20 15:00:00,32,89,2.22358090172181,2.9849140169330988,28
2022-11-20 16:00:00,37,73,2.0036749763204855,2.9205329614615416,36
2022-11-20 17:00:00,24,59,2.36391449589952,2.958479470372534,23
2022-11-20 18:00:00,23,58,2.0283339040033117,2.946560511388148,20
2022-11-20 19:00:00,26,58,2.0084726659533536,2.9871483785582944,22
2022-11-20 20:00:00,18,59,2.1400082388241364,2.9871483785582944,14
2022-11-20 21:00:00,26,66,2.278625290436872,2.9661610987297924,16
2022-11-20 22:00:00,26,76,2.247544170950658,2.9237718806032946,19
2022-11-20 23:00:00,27,84,2.2847603799832576,2.969187562532279,16
2022-11-21 00:00:00,25,85,2.4390785412172162,2.945526248923593,15
2022-11-21 01:00:00,28,87,2.2706029722231533,2.9529999536181255,17
2022-11-21 02:00:00,30,89,2.1870963656714233,2.9591636216614146,19
2022-11-21 03:00:00,28,74,2.264105106407612,2.946560511388148,19
2022-11-21 04:00:00,27,74,2.198649130060174,2.9591636216614146,19
2022-11-21 05:00:00,29,72,2.3564280065790837,2.9720230792686353,20
2022-11-21 06:00:00,29,74,2.4474843310769656,2.98048201485541,25
2022-11-21 07:00:00,25,50,2.110255700554481,2.9591636216614146,21
2022-11-21 08:00:00,12,25,1.5517617919947655,2.7043970635673102,12
2022-11-21 09:00:00,35,88,1.6543494219294583,2.850414415294445,22
2022-11-21 10:00:00,44,119,1.6848774687988515,2.9505270995768322,33
2022-11-21 11:00:00,50,127,1.8208695277406606,2.8891036104915724,30
2022-11-21 12:00:00,49,129,1.7537424587950485,2.997638618345306,39
2022-11-21 13:00:00,46,129,1.6447213819591393,2.951663533867184,32
2022-11-21 14:00:00,48,133,1.58728872573264,2.997638618345306,33
2022-11-21 15:00:00,40,99,1.5826589369300617,2.990951819049587,35
2022-11-21 16:00:00,38,96,1.6093057227401377,2.997638618345306,31
2022-11-21 17:00:00,28,78,1.4930741282594382,2.997638618345306,23
2022-11-21 18:00:00,19,36,1.607550430327553,2.860810365195407,19
2022-11-21 19:00:00,19,46,1.812436517931618,2.9611027332660997,17
2022-11-21 20:00:00,28,69,1.7238552848164608,2.9444280209002955,24
2022-11-21 21:00:00,28,69,1.8949048765180605,2.8530885346682626,25
2022-11-21 22:00:00,32,78,2.0406963439465717,2.997215567171587,24
2022-11-21 23:00:00,28,68,1.97855147419097,2.9413889716629456,24
2022-11-22 00:00:00,30,61,1.9083797354660672,2.93153735352019,27
2022-11-22 01:00:00,30,63,1.9414206825179516,2.925015686017265,28
2022-11-22 02:00:00,28,60,2.051264529047155,2.925015686017265,26
2022-11-22 03:00:00,26,62,2.150604932236199,2.954808424704024,24
2022-11-22 04:00:00,24,56,1.962018289416336,2.805158764312585,24
2022-11-22 05:00:00,25,52,1.9959455387970888,2.969187562532279,25
2022-11-22 06:00:00,21,40,2.095187593703799,2.8522137501192035,21
2022-11-22 07:00:00,16,28,2.1542511442483705,2.844142105660638,16
2022-11-22 08:00:00,12,24,2.3468802566133338,2.941288355170281,12
2022-11-22 09:00:00,41,104,1.59667741747025,2.94900776815891,19
2022-11-22 10:00:00,42,115,1.7779642922416459,2.9915730894030315,25
2022-11-22 11:00:00,47,105,1.9155453712177686,2.8713063555044775,34
2022-11-22 12:00:00,40,90,1.7128819093746745,2.9844765786739114,37
2022-11-22 13:00:00,41,88,1.734864728199499,2.8571039137699814,40
2022-11-22 14:00:00,40,85,1.5635982970548656,2.947757497293188,38
2022-11-22 15:00:00,19,46,1.181981932262555,2.9408124701923266,16
2022-11-22 16:00:00,12,27,1.4289003692833975,2.7381785597240693,8
2022-11-22 17:00:00,8,21,1.349299283450645,2.3199572500765213,6
2022-11-22 18:00:00,9,20,1.4298419444166264,2.484005124495479,8
2022-11-22 19:00:00,13,27,1.8158751695460256,2.6961776059276503,12
2022-11-22 20:00:00,16,39,2.118336046479304,2.861932890886631,14
2022-11-22 21:00:00,17,46,2.1734331131731044,2.977937113557638,13
2022-11-22 22:00:00,21,53,1.7987019572919276,2.977937113557638,19
2022-11-22 23:00:00,25,61,1.9556326690858694,2.909631322324553,21
2022-11-23 00:00:00,21,51,1.3567411042644055,2.5829547176550443,18
2022-11-23 01:00:00,34,78,1.6212492507704834,2.8194709763364414,32
2022-11-23 02:00:00,28,72,1.5045998221742047,2.7212468230327076,27
2022-11-23 03:00:00,24,57,1.8566749597118324,2.7339007313888692,22
2022-11-23 04:00:00,23,52,1.6309583002248207,2.643963075482008,22
2022-11-23 05:00:00,18,44,1.4524728094416506,2.3777834138446234,17
2022-11-23 06:00:00,13,31,1.105269337825566,2.207082523162294,12
2022-11-23 07:00:00,7,17,0.8758516862385284,1.488184258416705,7
2022-11-23 08:00:00,15,44,2.0099312670960563,2.909631322324553,11
2022-11-23 09:00:00,37,82,1.3443707072478879,2.7043970635673102,34
2022-11-23 10:00:00,49,128,1.3475645556441436,2.9858438437604904,43
2022-11-23 11:00:00,40,109,1.5363145903816138,2.962583155507108,31
2022-11-23 12:00:00,41,110,1.61844215947344,2.962583155507108,33
2022-11-23 13:00:00,40,98,1.6406999260495094,2.6324631470520896,33
2022-11-23 14:00:00,26,59,1.451202514534017,2.6730027089635056,25
2022-11-23 15:00:00,15,36,1.4032037122312182,2.541005161659726,13
2022-11-23 16:00:00,13,33,1.517537559798531,2.5348651580146666,12
2022-11-23 17:00:00,13,29,1.1773937336502258,2.1173479481685,13
2022-11-23 18:00:00,10,19,1.798866329650514,2.917378459619858,10
2022-11-23 19:00:00,15,30,1.830587245377981,2.72344838963057,12
2022-11-23 20:00:00,23,66,2.033708922473598,2.9356616281546843,20
2022-11-23 21:00:00,38,103,1.638288282026863,2.9423367092557755,30
2022-11-23 22:00:00,49,131,1.831328076121818,2.9844765786739114,33
2022-11-23 23:00:00,46,134,1.954988957397877,2.8723260837031495,26
2022-11-24 00:00:00,51,135,2.111497290599688,2.8681313589330966,37
2022-11-24 01:00:00,51,140,2.1770975136329174,2.982711193973219,36
2022-11-24 02:00:00,50,136,2.312925405472599,2.937782768712792,40
2022-11-24 03:00:00,48,124,2.1764585694244687,2.9873363892474165,42
2022-11-24 04:00:00,45,116,2.1558251385785954,2.94900776815891,41
2022-11-24 05:00:00,42,106,2.2021415533589948,2.937062867927636,36
2022-11-24 06:00:00,32,74,2.0442530886705437,2.895034679395085,29
2022-11-24 07:00:00,21,52,2.11421767278354,2.769241023639181,18
2022-11-24 08:00:00,19,36,1.6232895572441295,2.9610906683650966,14
2022-11-24 09:00:00,27,66,1.568098274141119,2.7697577583743604,18
2022-11-24 10:00:00,37,90,1.9352572776968155,2.7910193221944355,24
2022-11-24 11:00:00,39,97,1.6742096723332316,2.926287922921606,30
2022-11-24 12:00:00,31,84,1.758586180786501,2.947963254184222,25
2022-11-24 13:00:00,34,93,1.8695492853869815,2.976333943510905,23
2022-11-24 14:00:00,24,60,1.3580526865194926,2.9460448983332763,21
2022-11-24 15:00:00,23,51,1.3706371618562547,2.9983733515788877,22
2022-11-24 16:00:00,25,48,1.814794787275776,2.8611081727162624,22
2022-11-24 17:00:00,12,32,1.7132594822391758,2.908282611299696,11
2022-11-24 18:00:00,11,26,1.984167686542395,2.9170407202933197,9
2022-11-24 19:00:00,18,47,1.7030288073495927,2.9579935485974573,12
2022-11-24 20:00:00,23,60,1.9742310363471025,2.9716545805546297,17
2022-11-24 21:00:00,13,45,1.7668764696659072,2.9170955396583103,7
2022-11-24 22:00:00,22,60,1.6392108523171347,2.8814031551142945,16
2022-11-24 23:00:00,17,42,1.2358716431629626,2.538631144261238,13
2022-11-25 00:00:00,23,54,1.5012604796467726,2.8871422566561433,20
2022-11-25 01:00:00,20,57,1.6391803094451642,2.8078362019045686,12
2022-11-25 02:00:00,23,54,1.4565816595590064,2.8124413109177815,19
2022-11-25 03:00:00,17,39,1.6927061311041647,2.897310018035801,13
2022-11-25 04:00:00,7,24,1.9095146839574721,2.897310018035801,3
2022-11-25 05:00:00,23,56,1.6058273708222586,2.897310018035801,19
2022-11-25 06:00:00,21,49,1.546745795626504,2.897310018035801,19
2022-11-25 07:00:00,7,20,1.2261608474094188,2.897310018035801,5
2022-11-25 08:00:00,18,33,1.193535863320445,2.7979175516892907,16
2022-11-25 09:00:00,26,56,1.4866086262227667,2.9880650135376294,19
2022-11-25 10:00:00,39,88,1.8909157263305456,2.8754469548137247,30
2022-11-25 11:00:00,48,124,1.4875133343680977,2.731365885010312,38
2022-11-25 12:00:00,44,109,1.5627606752352234,2.8754469548137247,33
2022-11-25 13:00:00,31,83,1.4096483408441476,2.8754469548137247,27
2022-11-25 14:00:00,22,52,1.757069082846688,2.9991267581701933,19
2022-11-25 15:00:00,19,41,1.5564946349694575,2.9696466237669874,17
2022-11-25 16:00:00,16,43,1.3462084894712087,2.7251101810434886,13
2022-11-25 17:00:00,20,53,1.5430330492573519,2.992051247161936,14
