fecha_hora_local,candidate_role,candidate_rows,requested_units,assigned_units,uncovered_units,mean_risk_score,sensitive_hour_rows,sensitive_station_rows
2022-11-07 03:00:00,receiver,47,264,144,120,0.9373977261702127,0,6
2022-11-07 04:00:00,donor,14,100,100,0,0.9560707442857143,0,0
2022-11-07 04:00:00,receiver,46,255,153,102,0.9413162356521739,0,5
2022-11-07 05:00:00,donor,12,83,83,0,0.9550734474999999,0,0
2022-11-07 05:00:00,receiver,43,234,141,93,0.944092696744186,0,5
2022-11-07 06:00:00,donor,12,77,77,0,0.7822036216666667,0,0
2022-11-07 06:00:00,receiver,42,227,135,92,0.8875599164285715,0,5
2022-11-07 07:00:00,donor,5,34,34,0,0.7447557220000001,0,0
2022-11-07 07:00:00,receiver,34,170,102,68,0.8165410488235294,0,3
2022-11-07 08:00:00,donor,3,22,22,0,0.82610358,3,0
2022-11-07 08:00:00,receiver,33,166,64,102,0.8271349675757576,33,4
2022-11-07 09:00:00,donor,6,31,31,0,0.6692594566666666,0,0
2022-11-07 09:00:00,receiver,41,230,83,147,0.7949037929268292,0,4
2022-11-07 10:00:00,donor,8,47,47,0,0.77833433,0,0
2022-11-07 10:00:00,receiver,36,186,117,69,0.8053235508333334,0,3
2022-11-07 11:00:00,donor,7,40,40,0,0.74652922,0,0
2022-11-07 11:00:00,receiver,38,196,117,79,0.7601341794736842,0,4
2022-11-07 12:00:00,donor,9,57,57,0,0.8109297522222222,0,1
2022-11-07 12:00:00,receiver,32,161,131,30,0.80598223125,0,4
2022-11-07 13:00:00,donor,10,60,60,0,0.699645375,0,2
2022-11-07 13:00:00,receiver,30,151,133,18,0.7720839933333333,0,3
2022-11-07 14:00:00,donor,4,27,27,0,0.7313507375,0,0
2022-11-07 14:00:00,receiver,23,101,75,26,0.7842306339130435,0,1
2022-11-07 15:00:00,donor,1,6,6,0,0.69024414,0,0
2022-11-07 15:00:00,receiver,24,105,62,43,0.7772013541666666,0,1
2022-11-07 16:00:00,donor,3,18,18,0,0.7058522333333332,0,0
2022-11-07 16:00:00,receiver,27,123,58,65,0.7847801514814814,0,1
2022-11-07 17:00:00,receiver,23,98,33,65,0.804678844347826,0,1
2022-11-07 18:00:00,donor,2,10,10,0,0.7031974249999999,2,0
2022-11-07 18:00:00,receiver,37,188,29,159,0.7646226827027027,37,5
2022-11-07 19:00:00,donor,7,44,44,0,0.7143116728571429,7,0
2022-11-07 19:00:00,receiver,38,189,77,112,0.7841910484210527,38,5
2022-11-07 20:00:00,donor,9,61,61,0,0.7526295966666666,0,0
2022-11-07 20:00:00,receiver,51,275,103,172,0.790742834117647,0,5
2022-11-07 21:00:00,donor,12,77,77,0,0.7687661808333334,0,0
2022-11-07 21:00:00,receiver,48,265,126,139,0.8426931012500001,0,5
2022-11-07 22:00:00,donor,12,76,76,0,0.7901886024999999,0,0
2022-11-07 22:00:00,receiver,52,279,140,139,0.8447103409615385,0,7
2022-11-07 23:00:00,donor,19,121,121,0,0.7615157915789473,0,0
2022-11-07 23:00:00,receiver,51,282,173,109,0.8600682249019608,0,5
2022-11-08 00:00:00,donor,16,107,107,0,0.82379043875,0,0
2022-11-08 00:00:00,receiver,54,302,193,109,0.9027226185185185,0,5
2022-11-08 01:00:00,donor,16,107,107,0,0.900063481875,0,0
2022-11-08 01:00:00,receiver,53,307,210,97,0.9407421916981131,0,5
2022-11-08 02:00:00,donor,18,120,120,0,0.8952998316666666,0,0
2022-11-08 02:00:00,receiver,54,314,210,104,0.9463463751851853,0,5
2022-11-08 03:00:00,donor,19,129,129,0,0.9272292331578947,0,1
2022-11-08 03:00:00,receiver,55,316,208,108,0.9423926009090909,0,5
2022-11-08 04:00:00,donor,20,133,133,0,0.9103757935000001,0,1
2022-11-08 04:00:00,receiver,54,307,209,98,0.946659982037037,0,5
2022-11-08 05:00:00,donor,17,113,113,0,0.9211716623529411,0,1
2022-11-08 05:00:00,receiver,51,283,189,94,0.9391543801960784,0,5
2022-11-08 06:00:00,donor,11,75,75,0,0.731005320909091,0,0
2022-11-08 06:00:00,receiver,48,266,172,94,0.8562060664583333,0,4
2022-11-08 07:00:00,donor,1,6,6,0,0.6245476,0,0
2022-11-08 07:00:00,receiver,35,182,104,78,0.7815095151428572,0,2
2022-11-08 08:00:00,donor,1,0,0,0,0.52349305,1,0
2022-11-08 08:00:00,receiver,28,120,39,81,0.7665565957142857,28,2
2022-11-08 09:00:00,donor,6,21,21,0,0.6088202416666667,0,0
2022-11-08 09:00:00,receiver,41,222,50,172,0.7772705704878048,0,2
2022-11-08 10:00:00,donor,7,42,42,0,0.6974275157142857,0,0
2022-11-08 10:00:00,receiver,41,217,93,124,0.7839490053658538,0,5
2022-11-08 13:00:00,donor,8,46,46,0,0.6374486525,0,2
2022-11-08 13:00:00,receiver,32,157,124,33,0.7845636418749999,0,4
2022-11-08 14:00:00,donor,4,24,24,0,0.6445030125,0,1
2022-11-08 14:00:00,receiver,30,142,81,61,0.7870254233333333,0,2
2022-11-08 15:00:00,donor,3,16,16,0,0.5627900433333334,0,1
2022-11-08 15:00:00,receiver,30,139,45,94,0.7846263433333333,0,4
2022-11-08 16:00:00,donor,2,15,15,0,0.76129617,0,0
2022-11-08 16:00:00,receiver,36,172,45,127,0.7715352911111111,0,3
2022-11-08 17:00:00,donor,2,14,14,0,0.71234405,0,0
2022-11-08 17:00:00,receiver,31,146,63,83,0.797863183548387,0,2
2022-11-08 18:00:00,donor,6,34,34,0,0.7211211249999999,6,0
2022-11-08 18:00:00,receiver,40,197,72,125,0.77727968,40,4
2022-11-08 19:00:00,donor,4,21,21,0,0.745361865,4,0
2022-11-08 19:00:00,receiver,46,225,65,160,0.7692666082608696,46,4
2022-11-08 20:00:00,donor,9,52,52,0,0.6957787466666666,0,0
2022-11-08 20:00:00,receiver,41,216,81,135,0.8003193617073171,0,4
2022-11-08 21:00:00,donor,9,50,50,0,0.7147081677777778,0,2
2022-11-08 21:00:00,receiver,51,289,100,189,0.8447690782352941,0,7
2022-11-08 22:00:00,donor,15,95,95,0,0.776712958,0,1
2022-11-08 22:00:00,receiver,54,301,154,147,0.8307531905555555,0,3
2022-11-08 23:00:00,donor,18,103,103,0,0.7856406755555556,0,2
2022-11-08 23:00:00,receiver,50,271,154,117,0.8361461748000001,0,4
2022-11-09 00:00:00,donor,18,106,106,0,0.8036610072222222,0,2
2022-11-09 00:00:00,receiver,47,255,147,108,0.8946647338297872,0,4
2022-11-09 01:00:00,donor,14,90,90,0,0.8640977107142858,0,1
