class_value,class_name,original_feature,mean_abs_shap,mean_signed_shap,median_shap,q25_shap,q75_shap,shap_rank_within_class,test_class_share,weighted_abs_shap_component
1,riesgo_vaciado,barometric_pressure_median_mb,0.008990556932985783,-0.007109010126441717,-0.006131519563496113,-0.012544551864266396,0.0008669453673064709,32,0.11463872710390816,0.0010306660027527067
1,riesgo_vaciado,solar_radiation_median_w_m2,0.010023903101682663,-0.0033310330472886562,-0.0049823615700006485,-0.009881138801574707,0.0018994351848959923,31,0.11463872710390816,0.0011491274921898173
1,riesgo_vaciado,precipitation_mean_l_m2,0.002205432625487447,-0.001178199308924377,0.00035880520590581,0.00020594822126440704,0.0005936235538683832,46,0.11463872710390816,0.0002528279888993111
1,riesgo_vaciado,precipitation_max_l_m2,0.000954827934037894,-0.0003993595310021192,0.00024157195002771914,-2.37179956457112e-05,0.0003138181637041271,48,0.11463872710390816,0.00010946025896135855
1,riesgo_vaciado,n_temperature,0.011774723418056965,-0.011146440170705318,-0.010303447023034096,-0.01585644669830799,-0.0031252200715243816,27,0.11463872710390816,0.0013498393046466291
1,riesgo_vaciado,n_relative_humidity,0.010859725996851921,-0.010206545703113079,-0.008951575495302677,-0.016665684059262276,-0.0021149031817913055,28,0.11463872710390816,0.0012449451649763244
1,riesgo_vaciado,n_precipitation,0.01011696457862854,-0.009608810767531395,-0.007628079503774643,-0.015207171440124512,-0.0032814450096338987,30,0.11463872710390816,0.0011597959414493023
1,riesgo_vaciado,hour,0.04603784158825874,-0.007515141740441322,-0.01782127283513546,-0.03624598681926727,0.01667916402220726,6,0.11463872710390816,0.005277719558289348
1,riesgo_vaciado,day_of_week,0.010497063398361206,-0.00334195070900023,-0.0016564290272071958,-0.009533247910439968,0.005196826998144388,29,0.11463872710390816,0.001203369986317153
1,riesgo_vaciado,month,0.01689383015036583,0.01652543433010578,0.01637454330921173,0.011583252809941769,0.021642282605171204,22,0.11463872710390816,0.001936687184347564
1,riesgo_vaciado,week_of_year,0.017591949552297592,-0.0030180783942341805,0.0035599994007498026,-0.006955564953386784,0.01335051842033863,20,0.11463872710390816,0.002016718703951563
1,riesgo_vaciado,occupancy_ratio_lag_1h,0.033151570707559586,0.01282690279185772,0.017804404720664024,-0.016794832423329353,0.03555770218372345,8,0.11463872710390816,0.003800453867409839
1,riesgo_vaciado,occupancy_ratio_lag_2h,0.019737062975764275,0.0063053094781935215,0.009311957284808159,-0.012411405332386494,0.024342069402337074,18,0.11463872710390816,0.00226263177631129
1,riesgo_vaciado,occupancy_ratio_lag_24h,0.019965393468737602,-7.908605766715482e-05,-0.007022838108241558,-0.014761241152882576,0.0007105172844603658,17,0.11463872710390816,0.0022888072933847604
1,riesgo_vaciado,bikes_available_lag_1h,0.032278481870889664,0.018079333007335663,0.012972809374332428,-0.00740852952003479,0.04803922027349472,10,0.11463872710390816,0.003700364074525367
1,riesgo_vaciado,bikes_available_lag_2h,0.013696795329451561,0.004498880356550217,0.003430792363360524,-0.005508163012564182,0.01128138042986393,25,0.11463872710390816,0.0015701831819710814
1,riesgo_vaciado,bikes_available_lag_24h,0.006050829775631428,0.002031853422522545,0.0017310117837041616,-0.0028888965025544167,0.00487061683088541,37,0.11463872710390816,0.0006936594234008131
1,riesgo_vaciado,net_flow_lag_1h,0.00889566820114851,-0.005810827948153019,-0.0018759474623948336,-0.006917954422533512,0.001460900530219078,34,0.11463872710390816,0.0010197880793183776
1,riesgo_vaciado,net_flow_lag_2h,0.004453615285456181,-0.0017242177855223417,-0.0010971560841426253,-0.004333975724875927,0.0015058211283758283,42,0.11463872710390816,0.0005105567873352051
