prediction_row_index,fecha_hora_local,station_id,risk_class_1h,prediction,is_error,probability_0,probability_1,probability_2
112515,2022-11-12 01:00:00,243,2,2,False,0.3509283,0.0007745154,0.6482972
356855,2022-12-05 06:00:00,71,2,0,True,0.7205741,0.00084213633,0.27858374
352719,2022-12-13 04:00:00,64,0,0,False,0.9978492,0.0010445727,0.001106216
188200,2022-11-07 14:00:00,99,0,0,False,0.81957567,0.0014841248,0.1789402
276367,2022-12-16 06:00:00,208,0,0,False,0.99706227,0.002395847,0.0005418222
331911,2022-12-17 18:00:00,38,1,1,False,0.0028777153,0.99693286,0.0001894424
22853,2022-11-29 21:00:00,127,0,0,False,0.9939109,0.005039956,0.001049102
145761,2022-11-26 21:00:00,42,0,0,False,0.8687173,0.0023640285,0.12891868
65755,2022-11-29 23:00:00,181,2,0,True,0.58428675,0.0012601631,0.4144531
30670,2022-11-27 21:00:00,137,0,0,False,0.9457297,0.053947087,0.00032324105
50557,2022-11-22 08:00:00,162,2,0,True,0.8280628,0.010328687,0.16160858
62416,2022-11-10 00:00:00,178,0,0,False,0.99433845,0.0054007135,0.0002608927
77534,2022-11-14 07:00:00,197,1,0,True,0.9745787,0.024973802,0.00044747468
43122,2022-11-10 11:00:00,153,2,0,True,0.7059017,0.00102459,0.2930737
52535,2022-11-15 09:00:00,165,2,2,False,0.094999276,0.0012751952,0.9037255
154477,2022-11-02 13:00:00,54,1,0,True,0.61833084,0.3813377,0.00033145805
244498,2022-12-10 05:00:00,169,0,0,False,0.99607253,0.0026343048,0.0012932325
9323,2022-11-02 04:00:00,110,0,0,False,0.9922735,0.0076024616,0.00012395518
173659,2022-11-27 10:00:00,8,1,1,False,0.31710005,0.6825306,0.00036933247
302499,2022-12-24 12:00:00,243,0,0,False,0.9953572,0.002237247,0.0024055091
149493,2022-11-03 13:00:00,48,1,1,False,0.1806699,0.81877255,0.000557549
108972,2022-11-13 09:00:00,238,2,2,False,0.1831437,0.0005186046,0.81633765
186399,2022-11-22 00:00:00,96,1,1,False,0.05115694,0.94874406,9.9051686e-05
239916,2022-12-30 12:00:00,162,0,0,False,0.99537873,0.0042784093,0.0003428588
98682,2022-11-01 12:00:00,224,2,2,False,0.20383276,0.000755408,0.7954118
347353,2022-12-30 20:00:00,57,2,0,True,0.66306275,0.0013013008,0.3356359
300138,2022-12-15 08:00:00,240,0,0,False,0.96869284,0.030384725,0.0009223729
27315,2022-11-07 04:00:00,133,2,2,False,0.0597143,0.00036116102,0.9399246
3573,2022-11-30 22:00:00,102,1,0,True,0.8340229,0.16579702,0.00018013225
186294,2022-11-17 15:00:00,96,1,0,True,0.9610614,0.0386729,0.00026565758
47980,2022-11-04 06:00:00,16,1,1,False,0.0011517868,0.99877673,7.143512e-05
66447,2022-11-29 00:00:00,182,2,0,True,0.89355665,0.0004955632,0.1059478
106150,2022-11-14 23:00:00,234,2,2,False,0.18072712,0.00061424484,0.8186586
3638,2022-11-03 18:00:00,103,1,1,False,0.46671194,0.5329124,0.00037567763
331745,2022-12-10 11:00:00,38,1,1,False,0.0009835492,0.9989489,6.765559e-05
72305,2022-11-04 21:00:00,190,1,0,True,0.989301,0.009584649,0.0011143336
378071,2022-12-18 10:00:00,98,0,0,False,0.9408227,0.05895897,0.00021830101
177135,2022-11-23 07:00:00,84,2,0,True,0.67057115,0.001262255,0.32816663
328555,2022-12-28 16:00:00,33,2,0,True,0.99137783,0.0028913552,0.005730857
130644,2022-11-22 15:00:00,267,0,0,False,0.9979261,0.0012810037,0.0007928782
61632,2022-11-07 01:00:00,177,2,2,False,0.044222485,0.00031439227,0.9554631
259213,2022-12-23 10:00:00,187,0,2,True,0.3649811,0.00065880903,0.6343601
240613,2022-12-29 12:00:00,163,1,1,False,0.3368144,0.66290426,0.00028131853
101837,2022-11-14 00:00:00,228,2,2,False,0.035449583,0.00028855706,0.9642619
157396,2022-11-05 03:00:00,58,1,1,False,0.052288074,0.9475301,0.00018179818
331264,2022-12-21 09:00:00,37,1,1,False,0.09222208,0.9075424,0.00023544257
50226,2022-11-08 13:00:00,162,0,0,False,0.91693956,0.00076421426,0.08229623
104824,2022-11-19 07:00:00,232,2,2,False,0.36049896,0.0007790696,0.63872194
363544,2022-12-13 14:00:00,8,1,1,False,0.36754957,0.6321503,0.00030012618
274080,2022-12-11 02:00:00,205,0,0,False,0.99846625,0.0009398395,0.00059394335
57107,2022-11-27 03:00:00,170,1,1,False,0.15293495,0.8468549,0.00021011132
254735,2022-12-16 04:00:00,181,2,2,False,0.034292407,0.00030317754,0.9654044
96694,2022-11-08 04:00:00,221,2,2,False,0.028119188,0.000248687,0.97163206
329553,2022-12-09 06:00:00,35,1,1,False,0.0010990358,0.998833,6.800959e-05
151297,2022-11-19 05:00:00,5,1,1,False,0.035682265,0.96422225,9.55575e-05
69523,2022-11-08 03:00:00,187,2,2,False,0.13367434,0.0005881654,0.86573744
161592,2022-11-01 02:00:00,63,2,2,False,0.11797193,0.0005921968,0.88143593
218017,2022-12-19 05:00:00,135,2,2,False,0.08214448,0.00048109694,0.9173744
289727,2022-12-02 03:00:00,226,2,2,False,0.081583194,0.00039805137,0.9180187
92722,2022-11-21 12:00:00,215,1,1,False,0.41351795,0.5859904,0.000491603
258823,2022-12-06 06:00:00,187,0,0,False,0.9980051,0.00080571754,0.0011892543
294105,2022-12-04 07:00:00,232,2,2,False,0.06415893,0.00034822634,0.9354928
296842,2022-12-29 03:00:00,235,2,2,False,0.11085649,0.00057156873,0.888572
162340,2022-11-02 11:00:00,64,2,2,False,0.15114583,0.0006084147,0.8482457
173914,2022-11-08 04:00:00,80,2,2,False,0.036135536,0.00033312853,0.9635314
356841,2022-12-04 16:00:00,71,2,2,False,0.10490824,0.00049858436,0.8945931
55970,2022-11-09 13:00:00,17,1,1,False,0.23446378,0.7652241,0.00031208203
162548,2022-11-11 08:00:00,64,2,0,True,0.8420066,0.0090358155,0.14895761
373396,2022-12-03 12:00:00,92,2,2,False,0.39258972,0.0007512404,0.606659
319008,2022-12-21 10:00:00,265,2,2,False,0.35702226,0.00093473605,0.64204305
28868,2022-11-12 09:00:00,135,2,0,True,0.5778924,0.0008963043,0.42121127
321230,2022-12-23 21:00:00,268,1,1,False,0.061789263,0.9381022,0.0001085597
145995,2022-11-06 18:00:00,43,2,0,True,0.92502546,0.0055499696,0.06942454
45698,2022-11-28 10:00:00,156,1,1,False,0.0010649306,0.99886394,7.109371e-05
203064,2022-12-27 03:00:00,116,0,0,False,0.9554785,0.000586627,0.04393485
361060,2022-12-31 04:00:00,76,0,0,False,0.9973876,0.0007662788,0.0018461606
272498,2022-12-05 06:00:00,203,0,0,False,0.97378165,0.025999486,0.00021881395
290824,2022-12-18 04:00:00,227,2,2,False,0.044134866,0.00035744178,0.95550764
326250,2022-12-22 18:00:00,30,0,0,False,0.96714795,0.00254409,0.030307958
359081,2022-12-07 21:00:00,74,0,0,False,0.9976236,0.0013948132,0.0009815467
347995,2022-12-27 13:00:00,58,0,0,False,0.994693,0.00423682,0.0010701475
61634,2022-11-07 03:00:00,177,2,2,False,0.028190358,0.00026808164,0.97154164
305891,2022-12-14 17:00:00,248,1,1,False,0.1905736,0.8092432,0.00018316614
321795,2022-12-16 11:00:00,269,2,2,False,0.11181304,0.00049626967,0.8876907
337812,2022-12-23 20:00:00,45,2,2,False,0.30756333,0.0010200792,0.6914166
262527,2022-12-10 09:00:00,191,0,0,False,0.9962025,0.0035650877,0.0002324075
268055,2022-12-31 08:00:00,198,1,1,False,0.24406044,0.7556858,0.00025377865
104754,2022-11-16 09:00:00,232,1,0,True,0.67272973,0.32537952,0.0018907861
259205,2022-12-23 02:00:00,187,2,0,True,0.94847053,0.0006373437,0.050892115
275008,2022-12-20 15:00:00,206,2,0,True,0.9558706,0.0011794632,0.042949893
287468,2022-12-29 02:00:00,222,0,0,False,0.9781477,0.021740697,0.0001116399
186251,2022-11-15 20:00:00,96,1,1,False,0.09143702,0.90841013,0.000152876
216470,2022-12-14 00:00:00,133,0,0,False,0.8975547,0.000784933,0.10166037
25460,2022-11-19 08:00:00,130,0,0,False,0.99636793,0.0027499176,0.0008821931
72036,2022-11-23 13:00:00,19,0,1,True,0.41765934,0.5820883,0.00025237518
120381,2022-11-12 02:00:00,253,0,0,False,0.9951539,0.0027733033,0.0020727844
313858,2022-12-16 05:00:00,259,2,2,False,0.09066255,0.0004812766,0.90885615
129042,2022-11-15 11:00:00,265,2,2,False,0.3830473,0.0010030954,0.6159496
313857,2022-12-16 04:00:00,259,2,0,True,0.59417516,0.0007825647,0.4050423
368978,2022-12-30 15:00:00,86,0,1,True,0.27300972,0.7267786,0.000211652
118428,2022-11-20 02:00:00,250,1,1,False,0.0010170706,0.9989171,6.5819615e-05
41596,2022-11-06 09:00:00,151,0,0,False,0.9679739,0.031735394,0.00029073088
224177,2022-12-04 16:00:00,143,1,1,False,0.0010711463,0.9988611,6.783531e-05
29360,2022-11-03 00:00:00,136,2,2,False,0.21953931,0.0006844413,0.7797762
279257,2022-12-16 12:00:00,211,2,0,True,0.56493586,0.0008333467,0.43423083
267363,2022-12-01 14:00:00,198,0,0,False,0.9896151,0.009274669,0.0011102019
65690,2022-11-27 06:00:00,181,2,2,False,0.07044408,0.00035194732,0.9292039
224620,2022-12-24 01:00:00,143,1,1,False,0.0010395171,0.99889106,6.948276e-05
277269,2022-12-24 17:00:00,209,0,0,False,0.90196466,0.09778668,0.00024862654
60727,2022-11-29 00:00:00,175,2,0,True,0.563191,0.00080432696,0.43600467
94403,2022-11-01 23:00:00,218,1,1,False,0.12920426,0.8706543,0.00014140579
40500,2022-11-20 09:00:00,15,0,0,False,0.9286636,0.071179055,0.00015734791
241761,2022-12-16 08:00:00,165,2,2,False,0.12438198,0.001387785,0.8742302
61320,2022-11-23 22:00:00,176,2,2,False,0.11929874,0.00059528655,0.880106
92801,2022-11-24 19:00:00,215,0,0,False,0.9897142,0.00831619,0.0019695594
145624,2022-11-21 04:00:00,42,0,0,False,0.8618308,0.00070738717,0.13746186
357552,2022-12-04 06:00:00,72,0,0,False,0.99792755,0.0009539637,0.0011184227
290837,2022-12-19 04:00:00,227,2,2,False,0.03797743,0.00036455906,0.961658
103987,2022-11-14 05:00:00,231,2,2,False,0.07411352,0.00039941914,0.92548704
287783,2022-12-11 06:00:00,223,2,0,True,0.74201816,0.0008150629,0.25716674
89371,2022-11-30 20:00:00,210,0,0,False,0.68990976,0.00091789605,0.30917236
224586,2022-12-22 15:00:00,143,1,1,False,0.0010244905,0.9989114,6.418274e-05
354636,2022-12-02 22:00:00,67,0,0,False,0.9495892,0.050178643,0.00023222496
656,2022-11-28 13:00:00,1,1,1,False,0.05173231,0.9481508,0.00011690771
113785,2022-11-05 07:00:00,245,1,1,False,0.0010453685,0.99888605,6.862402e-05
330796,2022-12-31 22:00:00,36,2,2,False,0.21860915,0.0008438344,0.78054696
113035,2022-11-03 20:00:00,244,2,0,True,0.66710997,0.0011034814,0.33178654
297395,2022-12-22 03:00:00,236,2,2,False,0.04782768,0.00039375137,0.9517786
199852,2022-12-12 13:00:00,112,0,0,False,0.84791476,0.1517352,0.00035006765
170610,2022-11-19 13:00:00,76,0,0,False,0.977523,0.021731248,0.00074567035
94752,2022-11-16 17:00:00,218,0,0,False,0.9965739,0.003137169,0.00028895482
252102,2022-12-27 13:00:00,178,1,0,True,0.9022979,0.097491026,0.00021105437
295347,2022-12-26 22:00:00,233,0,0,False,0.98990065,0.00049402076,0.009605313
319031,2022-12-22 09:00:00,265,0,0,False,0.98978615,0.0073520713,0.0028618064
361293,2022-12-09 22:00:00,77,0,0,False,0.9966409,0.0013914393,0.0019676145
131277,2022-11-19 05:00:00,268,0,0,False,0.8896573,0.11016016,0.00018259787
293583,2022-12-12 14:00:00,231,0,0,False,0.9978301,0.0012795924,0.0008903087
4736,2022-11-19 19:00:00,104,1,0,True,0.9208146,0.07879572,0.00038965783
130593,2022-11-20 12:00:00,267,0,0,False,0.9972543,0.002115382,0.0006303261
106677,2022-11-07 01:00:00,235,2,2,False,0.09892527,0.00050667796,0.90056807
370674,2022-12-10 06:00:00,89,1,1,False,0.001067754,0.99886334,6.8929476e-05
134285,2022-11-25 09:00:00,28,1,1,False,0.0034943332,0.99637324,0.00013237064
59076,2022-11-19 19:00:00,173,0,0,False,0.98998463,0.0009966521,0.009018762
302708,2022-12-02 06:00:00,244,2,2,False,0.47623402,0.0007707161,0.5229953
362526,2022-12-01 05:00:00,79,2,2,False,0.13654408,0.0005964257,0.8628595
8101,2022-11-11 01:00:00,109,1,1,False,0.043177593,0.9566982,0.00012425375
303969,2022-12-25 16:00:00,245,1,1,False,0.0010605296,0.99886847,7.098895e-05
53089,2022-11-08 16:00:00,166,0,0,False,0.8198231,0.17982551,0.00035135413
377177,2022-12-10 20:00:00,97,0,0,False,0.9963546,0.001269908,0.00237549
167816,2022-11-22 07:00:00,72,0,0,False,0.9929671,0.002554064,0.0044788537
129584,2022-11-08 04:00:00,266,0,0,False,0.98926276,0.010588521,0.00014865115
41810,2022-11-15 09:00:00,151,2,2,False,0.12527803,0.0007479463,0.873974
243435,2022-12-26 22:00:00,167,0,0,False,0.9912389,0.0084312,0.00032991671
62686,2022-11-21 06:00:00,178,2,2,False,0.1112881,0.00040772746,0.8883042
136060,2022-11-09 23:00:00,30,1,0,True,0.64709747,0.35255265,0.00034987825
254882,2022-12-23 05:00:00,181,2,2,False,0.043385994,0.00036004148,0.956254
335504,2022-12-16 21:00:00,42,2,2,False,0.085853785,0.00049969205,0.9136465
291020,2022-12-26 21:00:00,227,2,2,False,0.31780007,0.0008512436,0.6813487
181572,2022-11-29 10:00:00,9,2,2,False,0.25248137,0.0006983994,0.7468202
97525,2022-11-13 02:00:00,222,1,1,False,0.09290831,0.90695506,0.00013662221
296262,2022-12-04 01:00:00,235,0,0,False,0.9963833,0.0010551017,0.002561606
335998,2022-12-07 10:00:00,43,1,0,True,0.89233375,0.10745222,0.0002140838
223717,2022-12-15 13:00:00,142,1,1,False,0.0011164544,0.99880624,7.735691e-05
311918,2022-12-26 10:00:00,256,0,0,False,0.9787814,0.020910889,0.0003076565
142321,2022-11-02 12:00:00,39,0,0,False,0.9930434,0.005696654,0.0012598981
11180,2022-11-20 04:00:00,112,1,1,False,0.07208041,0.9276981,0.00022149213
55782,2022-11-01 12:00:00,17,1,1,False,0.17243999,0.8272628,0.0002971483
172555,2022-11-11 05:00:00,79,2,2,False,0.04686857,0.0006718504,0.95245963
113994,2022-11-14 02:00:00,245,1,1,False,0.0010799259,0.99885356,6.656083e-05
158142,2022-11-06 10:00:00,59,1,0,True,0.6792691,0.3200615,0.0006694513
328402,2022-12-22 07:00:00,33,0,0,False,0.9631564,0.036386635,0.0004569668
63940,2022-11-13 22:00:00,18,1,1,False,0.14172404,0.8580138,0.00026211262
78888,2022-11-11 03:00:00,199,1,1,False,0.0778134,0.9219968,0.00018982282
238644,2022-12-06 15:00:00,161,0,0,False,0.9959959,0.0034810298,0.00052307773
64544,2022-11-09 07:00:00,180,2,2,False,0.099488445,0.00053494994,0.8999766
157121,2022-11-23 13:00:00,57,1,1,False,0.44329664,0.556365,0.0003383347
361547,2022-12-21 10:00:00,77,0,0,False,0.98489285,0.014464235,0.00064290053
223543,2022-12-08 07:00:00,142,1,1,False,0.001086999,0.99882525,8.768964e-05
31687,2022-11-10 16:00:00,139,1,1,False,0.3841813,0.6155152,0.00030348566
6470,2022-11-02 11:00:00,107,2,0,True,0.84748936,0.0009838438,0.15152685
63637,2022-11-01 02:00:00,18,1,1,False,0.019275924,0.98047984,0.00024419493
22404,2022-11-11 04:00:00,127,2,2,False,0.0802254,0.00053729274,0.9192374
234469,2022-12-12 22:00:00,156,1,1,False,0.0010322678,0.99889475,7.304557e-05
23174,2022-11-13 11:00:00,128,2,0,True,0.9555981,0.0011102213,0.043291718
290476,2022-12-03 07:00:00,227,0,0,False,0.9928041,0.005888113,0.001307784
112516,2022-11-12 02:00:00,243,2,2,False,0.07056326,0.0004248783,0.9290118
105881,2022-11-03 16:00:00,234,1,0,True,0.5273232,0.47239754,0.00027929014
302841,2022-12-07 19:00:00,244,1,1,False,0.25998607,0.73963237,0.0003815299
151078,2022-11-10 02:00:00,5,1,1,False,0.033327654,0.96655077,0.000121614394
365346,2022-12-29 12:00:00,81,0,0,False,0.990284,0.00923678,0.00047911945
345099,2022-12-27 01:00:00,54,0,0,False,0.99671566,0.0025901983,0.00069416093
190331,2022-12-06 09:00:00,100,0,0,False,0.99617636,0.0025812262,0.0012423717
350910,2022-12-28 20:00:00,61,0,0,False,0.98508424,0.014673478,0.00024229403
97505,2022-11-12 06:00:00,222,1,1,False,0.04093035,0.95896953,0.0001000846
189874,2022-12-17 18:00:00,10,0,0,False,0.9955727,0.002008176,0.0024190939
165356,2022-11-09 04:00:00,69,1,1,False,0.034724955,0.965157,0.00011802287
103747,2022-11-04 03:00:00,231,2,2,False,0.03064966,0.00025719966,0.96909314
112898,2022-11-28 00:00:00,243,2,2,False,0.064307205,0.00034540787,0.9353474
340244,2022-12-04 02:00:00,49,1,0,True,0.7883943,0.21097715,0.0006285788
326516,2022-12-02 21:00:00,31,0,0,False,0.8981842,0.0007624425,0.1010534
351389,2022-12-18 05:00:00,62,0,0,False,0.99023485,0.0082548065,0.0015103993
88575,2022-11-27 11:00:00,21,0,0,False,0.9940983,0.005458881,0.0004428167
94468,2022-11-04 19:00:00,218,0,0,False,0.99611485,0.0034212903,0.00046387565
245401,2022-12-18 04:00:00,17,1,1,False,0.031526048,0.9683081,0.00016584901
53229,2022-11-14 12:00:00,166,2,0,True,0.8800651,0.00082548836,0.11910939
304225,2022-12-05 09:00:00,246,1,1,False,0.2972408,0.70250905,0.00025016858
243922,2022-12-16 06:00:00,168,2,2,False,0.1057992,0.000527473,0.89367336
82577,2022-11-15 21:00:00,202,1,1,False,0.23717558,0.76251465,0.00030980143
203911,2022-12-01 10:00:00,118,0,0,False,0.9938454,0.0055230167,0.0006315178
157316,2022-11-01 16:00:00,58,0,0,False,0.98833615,0.003727989,0.007935848
56645,2022-11-07 19:00:00,170,1,0,True,0.8592734,0.140025,0.0007016218
322653,2022-12-23 02:00:00,27,0,0,False,0.9947201,0.0050866855,0.00019323117
293208,2022-12-27 22:00:00,230,0,0,False,0.9940117,0.0020879416,0.0039003233
291401,2022-12-11 19:00:00,228,2,0,True,0.6281057,0.0007147574,0.37117952
38260,2022-11-16 10:00:00,147,0,0,False,0.98980427,0.0013818991,0.008813867
51082,2022-11-14 10:00:00,163,1,1,False,0.2298402,0.7699194,0.00024046273
324300,2022-12-31 15:00:00,28,1,1,False,0.0010600706,0.9988751,6.481308e-05
255073,2022-12-31 04:00:00,181,2,2,False,0.025734818,0.0002336484,0.97403157
177692,2022-11-16 17:00:00,85,2,2,False,0.09244599,0.0004062978,0.9071477
214376,2022-12-16 21:00:00,130,1,1,False,0.13151295,0.86835104,0.00013604225
105463,2022-11-16 03:00:00,233,2,2,False,0.08592887,0.00039525074,0.91367584
65542,2022-11-21 02:00:00,181,2,2,False,0.034562822,0.00026482425,0.96517235
237142,2022-12-04 03:00:00,16,1,1,False,0.001106527,0.9988201,7.326462e-05
224728,2022-12-28 13:00:00,143,1,1,False,0.0010437496,0.99888605,7.0263515e-05
5821,2022-11-05 08:00:00,106,2,0,True,0.59860635,0.0007779178,0.40061572
234538,2022-12-15 19:00:00,156,1,1,False,0.0010240516,0.99891055,6.5398846e-05
212741,2022-12-08 20:00:00,129,2,2,False,0.38355458,0.00078860973,0.6156568
198847,2022-12-31 16:00:00,110,1,1,False,0.003638393,0.9962441,0.000117608986
273711,2022-12-26 16:00:00,204,1,0,True,0.79144573,0.20814142,0.00041282797
126695,2022-11-06 23:00:00,262,2,2,False,0.111237444,0.0005187806,0.8882438
182984,2022-11-28 16:00:00,91,0,0,False,0.9664255,0.03205282,0.001521659
26646,2022-11-09 04:00:00,132,2,2,False,0.050443,0.00043822834,0.9491188
145581,2022-11-19 09:00:00,42,0,0,False,0.9947227,0.0022167244,0.0030605665
309944,2022-12-03 08:00:00,253,2,2,False,0.3158825,0.003200154,0.6809173
107916,2022-11-28 23:00:00,236,2,2,False,0.13752364,0.0006142362,0.86186206
73193,2022-11-12 04:00:00,191,1,1,False,0.0010371979,0.99889475,6.802424e-05
323850,2022-12-11 23:00:00,28,1,1,False,0.0010276746,0.99890363,6.86571e-05
365887,2022-12-22 00:00:00,82,2,0,True,0.6258562,0.0010019664,0.3731418
251488,2022-12-01 01:00:00,178,2,0,True,0.6918138,0.0008326539,0.30735353
36640,2022-11-08 10:00:00,145,0,0,False,0.69139946,0.0010199012,0.3075806
371685,2022-12-23 06:00:00,9,1,1,False,0.086363584,0.91348076,0.0001556532
71715,2022-11-10 04:00:00,19,1,1,False,0.03082673,0.9690345,0.00013876832
288610,2022-12-15 16:00:00,224,0,0,False,0.8444487,0.15522172,0.00032964293
290589,2022-12-08 00:00:00,227,2,2,False,0.12384878,0.0005505154,0.87560064
136866,2022-11-13 18:00:00,31,0,0,False,0.956078,0.042652223,0.0012698562
80539,2022-11-20 08:00:00,20,1,1,False,0.0010711238,0.99885774,7.112365e-05
96629,2022-11-05 11:00:00,221,2,0,True,0.6612686,0.0007854649,0.3379459
34978,2022-11-28 15:00:00,142,1,1,False,0.0011348532,0.99879336,7.180774e-05
104845,2022-11-20 04:00:00,232,2,2,False,0.05691719,0.0004066506,0.9426761
261840,2022-12-11 19:00:00,190,0,0,False,0.9965485,0.0030034538,0.0004480823
360380,2022-12-01 22:00:00,76,0,0,False,0.8596258,0.13997997,0.0003942267
298407,2022-12-03 07:00:00,238,0,0,False,0.99793774,0.0013771192,0.0006850933
224065,2022-12-30 23:00:00,142,1,1,False,0.0010677814,0.9988689,6.330658e-05
324568,2022-12-11 20:00:00,29,1,1,False,0.0010354853,0.9988978,6.6670254e-05
203150,2022-12-30 17:00:00,116,1,1,False,0.41133308,0.58826774,0.000399187
338044,2022-12-02 13:00:00,46,1,0,True,0.935257,0.06425671,0.0004862592
341412,2022-12-23 15:00:00,5,0,0,False,0.9921544,0.007239168,0.0006063654
7829,2022-11-29 12:00:00,108,2,0,True,0.7980007,0.0013644216,0.20063485
138970,2022-11-12 01:00:00,34,0,0,False,0.61464727,0.38506073,0.00029203884
112542,2022-11-13 04:00:00,243,2,2,False,0.027362589,0.00024762118,0.97238976
186390,2022-11-21 15:00:00,96,1,1,False,0.14857529,0.8512316,0.00019312832
215851,2022-12-19 02:00:00,132,0,0,False,0.93338734,0.066448264,0.00016438609
62140,2022-11-28 07:00:00,177,2,0,True,0.96716124,0.00059432205,0.032244503
134250,2022-11-23 22:00:00,28,1,1,False,0.044980127,0.9548613,0.00015858213
241928,2022-12-24 05:00:00,165,1,0,True,0.81978863,0.1797061,0.00050525676
245872,2022-12-07 09:00:00,170,0,0,False,0.8376808,0.00089905516,0.16142015
277962,2022-12-23 13:00:00,21,1,1,False,0.17989035,0.8199173,0.00019233479
227440,2022-12-21 09:00:00,147,2,0,True,0.9777939,0.0017406258,0.020465534
110385,2022-11-12 16:00:00,240,0,0,False,0.6530245,0.3466933,0.0002822096
145117,2022-11-29 20:00:00,41,2,0,True,0.62331194,0.0027410153,0.37394705
70913,2022-11-06 11:00:00,189,2,2,False,0.35935,0.00068323035,0.6399668
272685,2022-12-13 01:00:00,203,1,1,False,0.046202134,0.95363325,0.00016464705
103595,2022-11-27 16:00:00,230,2,0,True,0.51371443,0.0008217949,0.4854638
254398,2022-12-02 03:00:00,181,2,2,False,0.029315613,0.00026976765,0.9704147
195291,2022-12-02 18:00:00,107,0,0,False,0.9809941,0.018747391,0.00025852333
360360,2022-12-01 02:00:00,76,1,1,False,0.091710635,0.90815574,0.00013370083
331510,2022-12-31 15:00:00,37,1,1,False,0.0011073768,0.99882096,7.1669136e-05
151872,2022-11-13 09:00:00,50,2,2,False,0.4877724,0.00088109565,0.5113465
324353,2022-12-02 21:00:00,29,1,1,False,0.001002395,0.9989391,5.84807e-05
233483,2022-12-01 21:00:00,155,1,0,True,0.62836415,0.3712977,0.00033813895
152001,2022-11-18 18:00:00,50,2,2,False,0.20036097,0.00086443766,0.7987746
363985,2022-12-01 22:00:00,80,2,2,False,0.13146102,0.00061925553,0.8679197
154152,2022-11-19 00:00:00,53,2,2,False,0.47406906,0.0009009094,0.52503
258146,2022-12-08 02:00:00,186,0,0,False,0.98856944,0.0005956309,0.010834943
114277,2022-11-25 21:00:00,245,1,1,False,0.0010486312,0.99889094,6.0396338e-05
44132,2022-11-22 18:00:00,154,0,0,False,0.9642001,0.014371231,0.021428736
59524,2022-11-08 16:00:00,174,1,1,False,0.32229745,0.67741346,0.00028910453
215987,2022-12-24 20:00:00,132,2,2,False,0.19759716,0.0006020638,0.8018008
34834,2022-11-22 15:00:00,142,1,1,False,0.0011059297,0.9988238,7.023334e-05
214300,2022-12-13 17:00:00,130,0,0,False,0.99651873,0.0026978166,0.0007834889
91021,2022-11-10 05:00:00,213,0,0,False,0.9977664,0.0017074376,0.0005261975
294101,2022-12-04 03:00:00,232,2,2,False,0.21753244,0.00058119406,0.7818864
27595,2022-11-18 22:00:00,133,2,2,False,0.4420026,0.0009674606,0.55702996
292535,2022-12-29 22:00:00,229,0,0,False,0.9859271,0.0006351467,0.013437686
87394,2022-11-07 23:00:00,209,1,1,False,0.0801617,0.9197045,0.00013381058
293009,2022-12-19 13:00:00,230,0,0,False,0.9900053,0.009659315,0.0003354137
107761,2022-11-22 12:00:00,236,1,1,False,0.25507298,0.7445871,0.00033984752
149815,2022-11-17 01:00:00,48,2,2,False,0.054502197,0.00038515622,0.94511265
64546,2022-11-09 09:00:00,180,2,2,False,0.254076,0.0006349297,0.7452891
297175,2022-12-12 01:00:00,236,2,2,False,0.052235387,0.00035044164,0.9474142
60011,2022-11-28 23:00:00,174,2,2,False,0.35660586,0.0009593045,0.64243484
365717,2022-12-14 00:00:00,82,2,2,False,0.09892828,0.0003924562,0.9006793
105960,2022-11-06 23:00:00,234,2,2,False,0.08219654,0.00040996927,0.91739357
105346,2022-11-11 06:00:00,233,2,2,False,0.19705398,0.0006433079,0.80230266
134324,2022-11-27 00:00:00,28,1,1,False,0.0010714319,0.99886346,6.512087e-05
104875,2022-11-21 10:00:00,232,1,1,False,0.46800235,0.53155243,0.00044515633
231000,2022-12-19 10:00:00,151,2,2,False,0.1201591,0.00058659504,0.8792543
156249,2022-11-17 00:00:00,56,0,0,False,0.99674916,0.0021805256,0.0010702714
179365,2022-11-26 20:00:00,87,0,0,False,0.98847544,0.011206749,0.00031775064
41127,2022-11-16 17:00:00,150,0,0,False,0.98892105,0.010761348,0.0003176242
108841,2022-11-07 20:00:00,238,2,2,False,0.116768576,0.0005640439,0.8826674
67406,2022-11-09 09:00:00,184,2,2,False,0.22767423,0.0006361772,0.7716896
231283,2022-12-31 07:00:00,151,2,2,False,0.051043443,0.00033803363,0.94861853
50834,2022-11-04 00:00:00,163,1,0,True,0.6942361,0.30549997,0.00026394252
105265,2022-11-07 19:00:00,233,2,2,False,0.26120868,0.0006453748,0.73814595
13504,2022-11-27 15:00:00,115,0,0,False,0.99682415,0.00079453015,0.0023813208
71964,2022-11-20 13:00:00,19,0,0,False,0.84988886,0.14970009,0.00041105403
147158,2022-11-25 12:00:00,44,0,0,False,0.9942239,0.004179608,0.001596474
215997,2022-12-25 06:00:00,132,2,2,False,0.122885235,0.000450636,0.87666416
339935,2022-12-22 04:00:00,48,2,2,False,0.02500842,0.0002734582,0.9747181
91484,2022-11-29 12:00:00,213,1,0,True,0.731535,0.26811725,0.00034775425
346579,2022-12-28 15:00:00,56,2,2,False,0.3346786,0.00069219695,0.66462916
290823,2022-12-18 03:00:00,227,2,2,False,0.03667652,0.00035521138,0.96296823
